global_index,verb,row_in_verb,Number of hit,Text ID,Concordance line,Tagged concordance line,URL,Match-begin corpus position,Match-end corpus position,pos_tag,layer
764,give_away,64,1,CBC,Major . Graham Taylor is hoping that Santa wo n't give away any goals to England 's World Cup opponents &mdash; or he,Major_NP0 ._PUN Graham_NP0 Taylor_NP0 is_VBZ hoping_VVG that_CJT Santa_NP0 wo_VM0 n't_XX0 give_VVI away_AV0 any_DT0 goals_NN2 to_PRP England_NP0 's_POS World_NN1 Cup_NN1 opponents_NN2 &mdash;_PUN or_CJC he_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sq&batch=0,27262624,27262626,give_away_DT0,7
770,give_away,70,7,CF9,"bomber jackets , five sweatshirts and five baseball hats to give away this week . And all I want to know is which","bomber_NN1 jackets_NN2 ,_PUN five_CRD sweatshirts_NN2 and_CJC five_CRD baseball_NN1 hats_NN2 to_TO0 give_VVI away_AV0 this_DT0 week_NN1 ._PUN And_CJC all_DT0 I_PNP want_VVB to_TO0 know_VVI is_VBZ which_DTQ",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sq&batch=6,32295513,32295515,give_away_DT0,7
805,give_in,5,6,J0V,we may be encouraged to re-examine whether there is some give in the apparently uncompromising need for bit-perfect records of program software .,we_PNP may_VM0 be_VBI encouraged_VVN to_TO0 re-examine_VVI whether_CJS there_EX0 is_VBZ some_DT0 give_VVB in_AVP the_AT0 apparently_AV0 uncompromising_AJ0 need_NN1 for_PRP bit-perfect_AJ0 records_NN2 of_PRF program_NN1 software_NN1 ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha91&batch=5,91925776,91925778,give_in_AT0,7
816,give_in,16,17,EWA,"properties of each text . For external comparison , we give in the right hand column of the table , a comparable figure","properties_NN2 of_PRF each_DT0 text_NN1 ._PUN For_PRP external_AJ0 comparison_NN1 ,_PUN we_PNP give_VVB in_AVP the_AT0 right_AJ0 hand_NN1 column_NN1 of_PRF the_AT0 table_NN1 ,_PUN a_AT0 comparable_AJ0 figure_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha91&batch=16,49932410,49932412,give_in_AT0,7
881,give_in,81,7,GW2,&lsquo; I have nothing to tell you . Nothing to give in return . I 'm sorry . &rsquo; Lucien walked to the,&lsquo;_PUQ I_PNP have_VHB nothing_PNI to_TO0 tell_VVI you_PNP ._PUN Nothing_PNI to_TO0 give_VVI in_AVP return_NN1 ._PUN I_PNP 'm_VBB sorry_AJ0 ._PUN &rsquo;_PUQ Lucien_NP0-NN1 walked_VVD to_PRP the_AT0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha98&batch=6,68276046,68276048,give_in_NN1,7
895,give_in,95,7,AD0,and can be enjoyable too . follow the advice we give in this book and you will attain all your health and fitness,and_CJC can_VM0 be_VBI enjoyable_AJ0 too_AV0 ._PUN follow_VVB the_AT0 advice_NN1 we_PNP give_VVB in_AVP this_DT0 book_NN1 and_CJC you_PNP will_VM0 attain_VVI all_DT0 your_DPS health_NN1 and_CJC fitness_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha94&batch=6,7695250,7695252,give_in_DT0,7
898,give_in,98,10,HXH,to listen to you . The best answer you can give in these circumstances should provide the shape for your synopsis . Remember,to_TO0 listen_VVI to_PRP you_PNP ._PUN The_AT0 best_AV0 answer_VVB-NN1 you_PNP can_VM0 give_VVI in_AVP these_DT0 circumstances_NN2 should_VM0 provide_VVI the_AT0 shape_NN1 for_PRP your_DPS synopsis_NN1 ._PUN Remember_VVB,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha94&batch=9,90651950,90651952,give_in_DT0,7
926,give_out,27,14,K34,"bag , or to use a chic leather box to give out vibes of power and control , or perhaps just want to","bag_NN1 ,_PUN or_CJC to_TO0 use_VVI a_AT0 chic_AJ0 leather_NN1 box_NN1-VVB to_TO0 give_VVI out_AVP vibes_NN2 of_PRF power_NN1 and_CJC control_NN1-VVB ,_PUN or_CJC perhaps_AV0 just_AV0 want_VVB to_TO0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9uy&batch=13,100168428,100168430,give_out_NN2,7
941,give_out,42,6,ECT,"I have expenses , I have money I have to give out here and there . &rsquo; You mean alimony ? &lsquo; I","I_PNP have_VHB expenses_NN2 ,_PUN I_PNP have_VHB money_NN1 I_PNP have_VHB to_TO0 give_VVI out_AVP here_AV0 and_CJC there_AV0 ._PUN &rsquo;_PUQ You_PNP mean_VVB alimony_NN1 ?_PUN &lsquo;_PUQ I_PNP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9va&batch=5,45440185,45440187,give_out_AV0,7
956,give_out,57,8,J8G,"perhaps which er would n't give up , would n't give out enough light Mm erm otherwise you 'll Do you take sugar","perhaps_AV0 which_DTQ er_UNC would_VM0 n't_XX0 give_VVI up_AVP ,_PUN would_VM0 n't_XX0 give_VVI out_AVP enough_DT0 light_NN1-AJ0 Mm_ITJ erm_UNC otherwise_AV0 you_PNP 'll_VM0 Do_VDB you_PNP take_VVI sugar_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vg&batch=7,95148229,95148231,give_out_DT0,7
974,give_out,75,15,KR2,Say something say something . Yeah just say something . Give out a shout to someone . Go on . Why are you,Say_VVB something_PNI say_VVB something_PNI ._PUN Yeah_ITJ just_AV0 say_VVB something_PNI ._PUN Give_VVB out_AVP a_AT0 shout_NN1 to_PRP someone_PNI ._PUN Go_VVB on_AVP ._PUN Why_AVQ are_VBB you_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sw&batch=14,111008386,111008388,Give_out_AT0,7
988,give_out,89,29,CBL,grow prostrate on marshy terrain . The leaves when crushed give out a pungent or acid smell . Cultivation : Best results are,grow_VVB prostrate_AJ0 on_PRP marshy_AJ0 terrain_NN1 ._PUN The_AT0 leaves_NN2 when_CJS crushed_VVN give_VVB out_AVP a_AT0 pungent_AJ0 or_CJC acid_NN1 smell_NN1-VVB ._PUN Cultivation_NN1 :_PUN Best_AJS results_NN2 are_VBB,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sw&batch=28,27996782,27996784,give_out_AT0,7
1028,give_up,36,3,BNT,"can have over 325 votes , but coalition members can give up votes to stay within the limit . THE SPEAKER &mdash; Ideal","can_VM0 have_VHI over_AV0 325_CRD votes_NN2 ,_PUN but_CJC coalition_NN1 members_NN2 can_VM0 give_VVI up_AVP votes_NN2 to_TO0 stay_VVI within_PRP the_AT0 limit_NN1 ._PUN THE_AT0 SPEAKER_NN1 &mdash;_PUN Ideal_AJ0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vr&batch=2,22462076,22462078,give_up_NN2,7
1031,give_up,39,6,B38,in the oven Everything is apple pie Men on buses give up seats for you And do n't give you the eye .,in_PRP the_AT0 oven_NN1 Everything_PNI is_VBZ apple_NN1 pie_NN1 Men_NN2 on_PRP buses_NN2 give_VVB up_AVP seats_NN2 for_PRP you_PNP And_CJC do_VDB n't_XX0 give_VVI you_PNP the_AT0 eye_NN1 ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vr&batch=5,19009932,19009934,give_up_NN2,7
1048,give_up,56,23,KLW,any presents or you wo n't buy any sweets . Give up sweets for Lent or something . Make it easy for us,any_DT0 presents_NN2 or_CJC you_PNP wo_VM0 n't_XX0 buy_VVI any_DT0 sweets_NN2 ._PUN Give_VVB up_AVP sweets_NN2 for_PRP Lent_NN1 or_CJC something_PNI ._PUN Make_VVB it_PNP easy_AJ0 for_PRP us_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vr&batch=22,110005754,110005756,Give_up_NN2,7
1056,give_up,64,45,EFW,"muttering to himself . When the garrison had begun to give up hope that he would act , he at last did something","muttering_VVG to_PRP himself_PNX ._PUN When_CJS the_AT0 garrison_NN1 had_VHD begun_VVN to_TO0 give_VVI up_AVP hope_NN1 that_CJT he_PNP would_VM0 act_VVI ,_PUN he_PNP at_PRP last_ORD did_VDD something_PNI",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vn&batch=44,48492564,48492566,give_up_NN1,7
1082,give_up,90,71,K21,at the moment are inclined to ask the police to give up information which is compromising our ability to tackle crime . Voice,at_PRP the_AT0 moment_NN1 are_VBB inclined_AJ0 to_TO0 ask_VVI the_AT0 police_NN2 to_TO0 give_VVI up_AVP information_NN1 which_DTQ is_VBZ compromising_VVG our_DPS ability_NN1 to_TO0 tackle_VVI crime_NN1 ._PUN Voice_VVB-NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vn&batch=70,99422317,99422319,give_up_NN1,7
14,agree_on,14,15,B2U,will be the sales assistant and which the customer . Agree on the product to be &lsquo; sold &rsquo; and draft out some of,will_VM0 be_VBI the_AT0 sales_NN0 assistant_AJ0-NN1 and_CJC which_DTQ the_AT0 customer_NN1 ._PUN Agree_VVB on_PRP-AVP the_AT0 product_NN1 to_TO0 be_VBI &lsquo;_PUQ sold_VVN &rsquo;_PUQ and_CJC draft_VVB out_AVP some_DT0 of_PRF,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=14,18675125,18675128,agree_on_AT0,8
20,agree_on,20,21,K93,"in question , or because not all speakers of RP agree on the placement of stress in some words . The former case is","in_PRP question_NN1 ,_PUN or_CJC because_CJS not_XX0 all_DT0 speakers_NN2 of_PRF RP_NP0 agree_VVB on_PRP-AVP the_AT0 placement_NN1 of_PRF stress_NN1 in_PRP some_DT0 words_NN2 ._PUN The_AT0 former_DT0 case_NN1 is_VBZ",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=20,104478701,104478704,agree_on_AT0,8
21,agree_on,21,22,J1A,Vol des Zephirs &rsquo; ( Act 5 scene 7 ) agree on a scoring of unison flutes and violins plus continuo ; the piece,Vol_UNC des_UNC Zephirs_UNC &rsquo;_PUQ (_PUL Act_NN1-VVB 5_CRD scene_NN1 7_CRD )_PUR agree_VVB on_PRP-AVP a_AT0 scoring_NN1 of_PRF unison_NN1 flutes_NN2 and_CJC violins_NN2 plus_PRP continuo_NN1 ;_PUN the_AT0 piece_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=21,92543607,92543610,agree_on_AT0,8
52,agree_on,52,53,ECV,"are the point of departure . But the contributors all agree on the importance of that experience . In these papers , all kinds","are_VBB the_AT0 point_NN1 of_PRF departure_NN1 ._PUN But_CJC the_AT0 contributors_NN2 all_DT0 agree_VVB on_PRP-AVP the_AT0 importance_NN1 of_PRF that_DT0 experience_NN1 ._PUN In_PRP these_DT0 papers_NN2 ,_PUN all_DT0 kinds_NN2",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=52,45532685,45532688,agree_on_AT0,8
92,agree_on,92,93,HTV,"Moran ( 1985 ) and Dunning ( 1981 ) , agree on the centrality of the TNC in the analysis of the global system","Moran_NP0 (_PUL 1985_CRD )_PUR and_CJC Dunning_NP0 (_PUL 1981_CRD )_PUR ,_PUN agree_VVB on_PRP-AVP the_AT0 centrality_NN1 of_PRF the_AT0 TNC_NP0 in_PRP the_AT0 analysis_NN1 of_PRF the_AT0 global_AJ0 system_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=92,87398183,87398186,agree_on_AT0,8
105,agree_that,5,6,HHV,"serious proposals on autonomy , does my right hon. Friend agree that no progress can be made unless Israel responds by agreeing to","serious_AJ0 proposals_NN2 on_PRP autonomy_NN1 ,_PUN does_VDZ my_DPS right_AJ0-NN1 hon._AJ0 Friend_NN1-NP0 agree_VVB that_CJT no_AT0 progress_NN1 can_VM0 be_VBI made_VVN unless_CJS Israel_NP0 responds_VVZ by_PRP agreeing_VVG to_TO0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=5,78566208,78566210,agree_that_AT0,8
121,agree_that,21,22,JK1,"[unclear] any old [unclear] Yeah , yeah . I would agree that the scientist being [unclear] is probably is constant withdrawal from his","[unclear]_UNC any_DT0 old_AJ0 [unclear]_UNC Yeah_ITJ ,_PUN yeah_ITJ ._PUN I_PNP would_VM0 agree_VVI that_CJT the_AT0 scientist_NN1 being_VBG [unclear]_UNC is_VBZ probably_AV0 is_VBZ constant_AJ0 withdrawal_NN1 from_PRP his_DPS",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=21,95900580,95900582,agree_that_AT0,8
156,agree_that,56,57,CN2,"incident but it had the effect of making the magistrate agree that the recording should go to London . He decided , however","incident_NN1 but_CJC it_PNP had_VHD the_AT0 effect_NN1 of_PRF making_VVG the_AT0 magistrate_NN1 agree_VVI that_CJT the_AT0 recording_NN1 should_VM0 go_VVI to_PRP London_NP0 ._PUN He_PNP decided_VVD ,_PUN however_AV0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=56,39600918,39600920,agree_that_AT0,8
167,agree_that,67,68,J77,", among others . Unless the landlord is prepared to agree that the insurance should be in the joint names of the landlord",",_PUN among_PRP others_NN2 ._PUN Unless_CJS the_AT0 landlord_NN1 is_VBZ prepared_AJ0 to_TO0 agree_VVI that_CJT the_AT0 insurance_NN1 should_VM0 be_VBI in_PRP the_AT0 joint_AJ0 names_NN2 of_PRF the_AT0 landlord_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=67,94625173,94625175,agree_that_AT0,8
191,agree_that,91,92,HWD,a yardland or less fare in these circumstances ? Historians agree that the size of this group was certainly much reduced in number,a_AT0 yardland_NN1 or_CJC less_DT0 fare_NN1-VVB in_PRP these_DT0 circumstances_NN2 ?_PUN Historians_NN2 agree_VVB that_CJT the_AT0 size_NN1 of_PRF this_DT0 group_NN1 was_VBD certainly_AV0 much_AV0 reduced_VVN in_PRP number_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=91,89012946,89012948,agree_that_AT0,8
206,agree_to,6,7,CHT,"management skills to take on additional responsibilities . If you agree to work in an area which is unfamiliar to you , discuss","management_NN1 skills_NN2 to_TO0 take_VVI on_AVP additional_AJ0 responsibilities_NN2 ._PUN If_CJS you_PNP agree_VVB to_TO0 work_VVI in_PRP-AVP an_AT0 area_NN1 which_DTQ is_VBZ unfamiliar_AJ0 to_PRP you_PNP ,_PUN discuss_VVB",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=6,35327625,35327627,agree_to_VVI,8
218,agree_to,18,19,CJF,"have to agree on your story . Better still , agree to tell the truth . I take it that Barbara was your","have_VHB to_TO0 agree_VVI on_PRP-AVP your_DPS story_NN1 ._PUN Better_AV0 still_AV0 ,_PUN agree_VVB to_TO0 tell_VVI the_AT0 truth_NN1 ._PUN I_PNP take_VVB it_PNP that_CJT Barbara_NP0 was_VBD your_DPS",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=18,35847137,35847139,agree_to_VVI,8
242,agree_to,42,43,KRT,", if the Council agree , if members of Council agree to make the bye-law , then it would have to be referred",",_PUN if_CJS the_AT0 Council_NN1 agree_VVB ,_PUN if_CJS members_NN2 of_PRF Council_NN1 agree_VVB to_TO0 make_VVI the_AT0 bye-law_NN1 ,_PUN then_AV0 it_PNP would_VM0 have_VHI to_TO0 be_VBI referred_VVN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=42,111636108,111636110,agree_to_VVI,8
247,agree_to,47,48,EE0,"You can then borrow , multiples of the amount you agree to repay by regular transfers . The account goes on from year","You_PNP can_VM0 then_AV0 borrow_VVI ,_PUN multiples_NN2 of_PRF the_AT0 amount_NN1 you_PNP agree_VVB to_TO0 repay_VVI by_PRP regular_AJ0 transfers_NN2 ._PUN The_AT0 account_NN1 goes_VVZ on_AVP from_PRP year_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=47,46817232,46817234,agree_to_VVI,8
259,agree_to,59,60,HHV,be a large gap . Will my right hon. Friend agree to talk to the museum to ascertain whether he can guide it,be_VBI a_AT0 large_AJ0 gap_NN1 ._PUN Will_VM0 my_DPS right_AJ0-NN1 hon._AJ0 Friend_NN1-NP0 agree_VVB to_TO0 talk_VVI to_PRP the_AT0 museum_NN1 to_TO0 ascertain_VVI whether_CJS he_PNP can_VM0 guide_VVI it_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=59,78339037,78339039,agree_to_VVI,8
300,agree_with,0,1,K5L,"The majority , 77 per cent , agree or strongly agree with the statement that : &lsquo; A single parent can bring up","The_AT0 majority_NN1 ,_PUN 77_CRD per_UNC cent_UNC ,_PUN agree_VVB or_CJC strongly_AV0 agree_VVB with_PRP the_AT0 statement_NN1 that_CJT :_PUN &lsquo;_PUQ A_AT0 single_AJ0 parent_NN1 can_VM0 bring_VVI up_AVP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=0,103087333,103087335,agree_with_AT0,8
333,agree_with,33,34,ABM,"only phantom and vain chimera , and not at all agree with the real things &rsquo; . One person who clearly distinguished mental","only_AV0 phantom_NN1-AJ0 and_CJC vain_AJ0 chimera_NN1 ,_PUN and_CJC not_XX0 at_PRP all_DT0 agree_VVB with_PRP the_AT0 real_AJ0 things_NN2 &rsquo;_PUQ ._PUN One_CRD person_NN1 who_PNQ clearly_AV0 distinguished_VVD mental_AJ0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=33,6323830,6323832,agree_with_AT0,8
342,agree_with,42,43,G2N,"1st October 1990 . If the valuation officer does not agree with the proposed change and agreement can not be reached , the","1st_ORD October_NP0 1990_CRD ._PUN If_CJS the_AT0 valuation_NN1 officer_NN1 does_VDZ not_XX0 agree_VVI with_PRP the_AT0 proposed_AJ0 change_NN1 and_CJC agreement_NN1 can_VM0 not_XX0 be_VBI reached_VVN ,_PUN the_AT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=42,63737858,63737860,agree_with_AT0,8
360,agree_with,60,61,CCU,the suggested committee structure set out in the Proposal and agree with the Parties the composition of the Project and Technical Committees .,the_AT0 suggested_AJ0 committee_NN1 structure_NN1 set_VVD-VVN out_AVP in_PRP the_AT0 Proposal_NN1 and_CJC agree_VVB with_PRP the_AT0 Parties_NN2 the_AT0 composition_NN1 of_PRF the_AT0 Project_NN1 and_CJC Technical_AJ0 Committees_NN2 ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=60,29397001,29397003,agree_with_AT0,8
375,agree_with,75,76,EC7,do agree the editor 's decision may not appear to agree with the opinions . It is hard to give an example without,do_VDB agree_VVI the_AT0 editor_NN1 's_POS decision_NN1 may_VM0 not_XX0 appear_VVI to_TO0 agree_VVI with_PRP the_AT0 opinions_NN2 ._PUN It_PNP is_VBZ hard_AJ0 to_TO0 give_VVI an_AT0 example_NN1 without_PRP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=75,44836661,44836663,agree_with_AT0,8
401,come_back,1,2,EWH,"get out and do n't come back . Do n't come back ever &hellip; "" The full force of her loss came in","get_VVB out_AVP and_CJC do_VDB n't_XX0 come_VVI back_AVP ._PUN Do_VDB n't_XX0 come_VVI back_AVP ever_AV0 &hellip;_PUN ""_PUQ The_AT0 full_AJ0 force_NN1 of_PRF her_DPS loss_NN1 came_VVD in_AVP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=1,50084341,50084343,come_back_AV0,8
416,come_back,16,17,GYV,"extra opportunity to go back onto that job should it come back again in the near future , then he would , he","extra_AJ0 opportunity_NN1 to_TO0 go_VVI back_AVP onto_PRP that_DT0 job_NN1 should_VM0 it_PNP come_VVI back_AVP again_AV0 in_PRP the_AT0 near_AJ0 future_NN1 ,_PUN then_AV0 he_PNP would_VM0 ,_PUN he_PNP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=16,69441423,69441425,come_back_AV0,8
461,come_back,61,62,H8M,have passed a kind of barrier that 's hard to come back across . It 's as if you were leaning forward and,have_VHB passed_VVN a_AT0 kind_NN1 of_PRF barrier_NN1 that_CJT-DT0 's_VBZ hard_AJ0 to_TO0 come_VVI back_AVP across_AV0 ._PUN It_PNP 's_VBZ as_PRP if_CJS you_PNP were_VBD leaning_VVG forward_AV0 and_CJC,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=61,72228231,72228233,come_back_AV0,8
471,come_back,71,72,G4T,I look at . You know mother 'd used to come back so thrilled with all these slides they 'd had and they,I_PNP look_VVB at_PRP ._PUN You_PNP know_VVB mother_NN1 'd_VHD used_VVN to_TO0 come_VVI back_AVP so_AV0 thrilled_AJ0-VVN with_PRP all_DT0 these_DT0 slides_NN2 they_PNP 'd_VHD had_VHN and_CJC they_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=71,65110911,65110913,come_back_AV0,8
475,come_back,75,76,JJ7,"gon na come back tomorrow . I 'm gon na come back tomorrow . Excellent , Clare [unclear] bit of fun there [unclear]","gon_VVG na_TO0 come_VVI back_AVP tomorrow_AV0 ._PUN I_PNP 'm_VBB gon_VVG na_TO0 come_VVI back_AVP tomorrow_AV0 ._PUN Excellent_AJ0 ,_PUN Clare_NP0 [unclear]_UNC bit_NN1 of_PRF fun_NN1 there_AV0 [unclear]_UNC",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=75,95643475,95643477,come_back_AV0,8
534,come_in,34,35,J1C,to win it ? ) . One thousand smackers would come in very handy at the moment . I 'm also putting a,to_TO0 win_VVI it_PNP ?_PUN )_PUR ._PUN One_CRD thousand_CRD smackers_NN2 would_VM0 come_VVI in_AVP-PRP very_AV0 handy_AJ0 at_PRP the_AT0 moment_NN1 ._PUN I_PNP 'm_VBB also_AV0 putting_VVG a_AT0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=34,92640237,92640239,come_in_AV0,8
552,come_in,52,53,EV3,"awareness from a greater number of staff , because they come in here to supervise and help [ and ] get involved &hellip;","awareness_NN1 from_PRP a_AT0 greater_AJC number_NN1 of_PRF staff_NN0 ,_PUN because_CJS they_PNP come_VVB in_PRP-AVP here_AV0 to_TO0 supervise_VVI and_CJC help_NN1-VVB [_PUL and_CJC ]_PUR get_VVB involved_VVN &hellip;_PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=52,48833391,48833393,come_in_AV0,8
564,come_in,64,65,KB7,"and had a cup of tea , I said , come in about half past eleven went home at one , he come","and_CJC had_VHD a_AT0 cup_NN1 of_PRF tea_NN1 ,_PUN I_PNP said_VVD ,_PUN come_VVB in_AVP about_AV0 half_DT0 past_PRP eleven_CRD went_VVD home_AV0 at_PRP one_CRD ,_PUN he_PNP come_VVB",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=64,105842243,105842245,come_in_AV0,8
583,come_in,83,84,KDF,boy now . Whoops ! Yeah . Come on . Come in here . Come on ! In you go . Ee ee,boy_NN1 now_AV0 ._PUN Whoops_ITJ !_PUN Yeah_ITJ ._PUN Come_VVB on_AVP ._PUN Come_VVB in_PRP here_AV0 ._PUN Come_VVB on_AVP !_PUN In_AVP you_PNP go_VVB ._PUN Ee_ITJ ee_ITJ,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=83,108881639,108881641,come_in_AV0,8
589,come_in,89,90,HYX,"come , we 'll see that , if the cameras come in anywhere , we 'll see that all-party representation on it .","come_VVI ,_PUN we_PNP 'll_VM0 see_VVI that_DT0-CJT ,_PUN if_CJS the_AT0 cameras_NN2 come_VVB in_AVP-PRP anywhere_AV0 ,_PUN we_PNP 'll_VM0 see_VVI that_DT0-CJT all-party_AJ0 representation_NN1 on_PRP it_PNP ._PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=89,91729486,91729488,come_in_AV0,8
604,come_out,4,5,K1Y,on in the bad weather and lose your money . Come out now and come back for another go at the weekend .,on_AVP in_PRP the_AT0 bad_AJ0 weather_NN1 and_CJC lose_VVB your_DPS money_NN1 ._PUN Come_VVB out_AVP now_AV0 and_CJC come_VVB back_AVP for_PRP another_DT0 go_NN1-VVB at_PRP the_AT0 weekend_NN1 ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=4,99341356,99341358,come_out_AV0,8
638,come_out,38,39,CE5,to hurt you . We just want to talk . Come out now ! Hands wide and clear . &rsquo; &lsquo; I do,to_TO0 hurt_VVI you_PNP ._PUN We_PNP just_AV0 want_VVB to_TO0 talk_VVI ._PUN Come_VVB out_AVP now_AV0 !_PUN Hands_NN2 wide_AJ0 and_CJC clear_AJ0 ._PUN &rsquo;_PUQ &lsquo;_PUQ I_PNP do_VDB,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=38,30851860,30851862,come_out_AV0,8
652,come_out,52,53,KCN,But then I wished they were a bit later ! Come out here ! Go on ! Go and [unclear] ! I 'll,But_CJC then_AV0 I_PNP wished_VVD they_PNP were_VBD a_AT0 bit_NN1 later_AJC !_PUN Come_VVB out_AVP here_AV0 !_PUN Go_VVB on_AVP !_PUN Go_VVB and_CJC [unclear]_UNC !_PUN I_PNP 'll_VM0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=52,107712625,107712627,come_out_AV0,8
680,come_out,80,81,KCC,"right , she had operation Tuesday for her tonsils , come out yesterday or she was supposed to come out yesterday . But","right_AJ0 ,_PUN she_PNP had_VHD operation_NN1 Tuesday_NP0 for_PRP her_DPS tonsils_NN2 ,_PUN come_VVB out_AVP yesterday_AV0 or_CJC she_PNP was_VBD supposed_AJ0 to_TO0 come_VVI out_AVP yesterday_AV0 ._PUN But_CJC",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=80,107393474,107393476,come_out_AV0,8
695,come_out,95,96,H83,"hampering their growth in art . Similarly , Allison has come out strongly in favour of assessment , as the following demonstrates :","hampering_VVG their_DPS growth_NN1 in_PRP art_NN1 ._PUN Similarly_AV0 ,_PUN Allison_NP0 has_VHZ come_VVN out_AVP strongly_AV0 in_PRP favour_NN1 of_PRF assessment_NN1 ,_PUN as_CJS-PRP the_AT0 following_AJ0 demonstrates_VVZ :_PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00haa2&batch=95,71454215,71454217,come_out_AV0,8
702,give_away,2,3,G1L,"get into the Workshops , but something that did not give away the Beastline people 's plans to attack Tara ? Yes ,","get_VVI into_PRP the_AT0 Workshops_NN2 ,_PUN but_CJC something_PNI that_CJT did_VDD not_XX0 give_VVI away_AV0 the_AT0 Beastline_NP0-NN1 people_NN0 's_POS plans_NN2 to_TO0 attack_VVI Tara_NP0 ?_PUN Yes_ITJ ,_PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sl&batch=2,62827274,62827276,give_away_AT0,8
